16.173	0
12.274	0
11.526	0
24.293	0
24.455	0
14.906	0
13.861	0
21.034	0
19.352	0
16.626	0
19.11	0
15.236	0
22.951	0
15.706	0
13.979	0
18.185	0
12.509	0
16.815	0
13.668	0
13.927	0
14.709	0
14.522	0
17.198	0
17.232	0
16.144	0
19.63	0
15.241	0
15.953	0
14.747	0
16.218	0
13.861	0
23.019	0
14.28	0
14.792	0
13.875	0
20.116	0
13.282	0
18.232	0
12.555	0
14.152	0
15.693	0
17.174	0
18.48	0
16.718	0
21.304	0
14.203	0
20.327	0
15.404	0
11.408	0
15.472	0
9.9702	0
14.117	0
16.822	0
16.822	0
15.997	0
13.795	0
20.413	0
15.507	0
14.846	0
14.382	0
14.172	0
16.86	0
14.935	0
13.969	0
14.404	0
16.527	0
16.318	0
15.001	0
15.457	0
12.435	0
13.819	0
14.38	0
12.693	0
15.958	0
14.545	0
19.687	0
14.802	0
18.695	0
19.049	0
13.34	0
16.662	0
15.167	0
17.967	0
14.762	0
16.724	0
9.5521	0
13.768	0
14.369	0
16.3	0
12.488	0
19.179	0
12.535	0
15.587	0
16.412	0
12.434	0
18.795	0
14.332	0
12.535	0
23.411	0
16.291	0
16.291	0
20.332	0
15.871	0
14.981	0
19.09	0
17.434	0
12.622	0
14.339	0
16.499	0
19.115	0
15.61	0
11.237	0
16.218	0
13.849	0
13.819	0
13.077	0
12.603	0
12.284	0
11.158	0
14.453	0
19.21	0
16.358	0
17.662	0
15.828	0
18.552	0
13.43	0
13.706	0
15.221	0
15.728	0
11.959	0
13.898	0
13.504	0
14.904	0
15.127	0
13.347	0
18.551	0
17.394	0
19.503	0
15.037	0.36
14.996	0.43
15.055	0.47
15.169	0.55
20.922	0.61
18.274	0.71
15.97	0.77
14.211	0.9
14.651	0.95
14.348	0.96
17.1	1.07
14.047	1.12
17.241	1.19
14.012	1.36
16.632	1.43
17.766	1.46
15.196	1.46
14.908	1.56
14.663	1.61
16.221	1.63
14.955	1.64
15.241	1.69
12.035	1.75
16.133	1.9
14.929	1.94
17.403	1.95
19.868	2.01
18.154	2.14
14.762	2.29
15.608	2.51
14.189	2.53
16.155	2.55
14.232	2.57
17.172	2.69
16.374	2.74
14.083	3.07
15.78	3.5
16.177	4.53
15.662	4.61
15.783	4.69
15.484	4.88
20.332	5.23
16.656	5.33
13.946	5.44
15.479	6.38
16.229	6.83
15.289	6.96
15.95	7.04
14.172	7.19
15.622	7.3
12.811	7.4
17.578	8.24
12.083	8.31
13.892	8.68
13.682	8.71
13.961	9.41
13.682	10.01
16.708	10.02
15.662	10.93
9.5521	11.06
19.209	11.24
15.956	11.32
13.94	11.53
16.394	12.1
17.557	13.05
14.624	13.7
19.408	13.99
14.082	14.57
16.424	15.45
14.51	17.2
15.457	19.23
14.315	23.41
11.856	24.23
24.102	26
17.766	26.13
15.472	27.35
12.787	28.66
12.787	28.66
17.721	29.48
21.668	30.32
9.9899	31.72
11.372	31.86
18.231	32.07
17.099	35.88
15.472	36.85
21.814	37.02
18.305	37.71
16.904	48.55
15.575	49.37
14.891	58.3
14.83	64.1
15.453	71.3
13.979	88.49
14.895	95.18
15.438	103.39
15.767	105.66
11.66	154.88
16.848	196.48
15.459	200.94
14.596	212.88
14.596	1090.8
20.08	0
16.104	0
10.352	0
19.903	10.13
24.991	0
21.216	2.87
18.498	0.76
17.94	0.09
21.296	0.75
15.15	0
14.495	2.47
14.205	0.68
15.683	0.24
15.611	0.21
15.165	1.52
15.285	10.34
17.72	0
16.228	8.02
16.399	0.68
18.347	0
15.763	1.38
16.519	8.85
24.252	3.3
16.19	4.25
15.239	1.56
18.564	6.54
21.132	0.79
18.759	0.17
13.132	0
14.022	0
17.606	4.4
19.18	0.52
19.825	9.27
17.338	3.09
17.367	8.98
18.02	11.19
16.45	5.38
9.9091	17.85
9.9091	10.73
9.9091	22.03
9.9091	9.77
15.228	9.27
10.666	24.77
13.687	0
11.227	1.1
15.607	24.24
17.959	0
25.879	0
17.622	0
14.258	0
13.875	0
17.038	0
15.549	8
15.287	2.64
16.014	86.45
20.381	6.57
16.736	0
14.369	0.9
14.673	0
16.804	0
22.837	0
13.41	0
16.095	3.52
15.461	0
15.461	0
24.969	0
17.119	0
18.414	0.41
15.675	5.18
14.638	0
13.629	0
13.994	0
13.604	14.29
22.64	0
14.828	0
14.851	1.58
12.709	0
13.073	0
12.785	3.78
12.706	0
14.988	4.41
15.922	34.36
12.481	7.21
12.481	1.01
12.994	2.18
16.257	4.42
13.889	0
13.861	0
13.622	0
13.617	0
14.149	3.33
13.889	6.58
